ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
0abzD7hBTRk,30,40,"/m/02cz_7,/m/04rlf","['vocalisation', 'medium fast tempo', 'male vocalist', 'punchy', 'boomy', 'buoyant', 'rap', 'dance groove', 'vocal percussionist', 'youthful', 'rhythmic', 'skilled', 'engaging', 'beat boxing', 'turn table imitation', 'vigorous', 'youthful', 'vocal percussion', 'vocal turntablism', 'mouth and throat coordinated sounds', 'dj', 'hip-hop-rap', 'digital drum imitation']","This music clip is of a male vocalist doing a beat box. The tempo is medium fast with the vocalist imitating the digital drums, turntable and Dj mixer to a perfection. This vocal percussion is lively, rhythmic, youthful and engaging.",7,False,True
0bP2MH3LqvI,30,40,"/m/02l6bg,/m/04rlf","['piano music', 'no percussion', 'propeller sound', 'male narrative voice at the end', 'moderate tempo']",This song features a piano melody being played. It is played on an ascending scale. The sound of a plane propeller is played on top of this music. At the end; a male voice is heard in a narrating tone. There are no other instruments in this song and no vocal melody is sung in this clip. This music can be played in a classic silent movie.,0,False,True
0bRUkLsttto,30,40,"/m/04rlf,/t/dd00035","['hip-hop', 'male vocals', 'rapping', 'repeated theme', 'keyboard', 'synth bass', 'electronic drums', 'simple', 'groovy', 'dance', 'loud']",This is a hip-hop piece. There is a male vocal rapping at the forefront while other male vocals can be heard singing ad-libs. A repeated theme is being played by a keyboard. A synth bass with low-to-mid characteristics can be heard playing in the background. The rhythmic background consists of a hard-hitting electronic drum beat. The atmosphere is groovy. This piece could be played at nightclubs. It would also suit well with a sports venue setting.,9,False,True
0bvPjMQ_WbE,30,40,"/m/04rlf,/m/0l156b","['low quality', 'live performance', 'loud steel pans melody', 'playback instrumental', 'shimmering hi hats', 'open hats', '4 on the floor kick', 'energetic', 'crowd talking', 'exotic']","The low quality recording features a live performance of loud steel pans melody over playback instrumental that consists of shimmering hi hats, open hats and ""4 on the floor"" kick pattern. There are some crowd talking noises in the background. It sounds exotic and energetic.",4,False,True
0c1YU_VtFRE,180,190,"/m/04rlf,/m/07hvw1,/t/dd00129","['acoustic piano', 'background-noises', 'wind', 'amateur recording', 'upbeat']",This recording is full of environmental sounds like wind and other sounds. Then at the end a beep tone comes and an acoustic piano is playing an arpeggio melody with reverb on it. This is an amateur recording. This song may be used as an outro or intro in an amateur video.,6,False,True
0cNYPgD6cEA,30,40,"/m/04rlf,/t/dd00003","['country/pop/singersongwriter', 'acoustic guitar', 'male singer', 'emotional', 'soulful']","The male mid to high range voice sings loudly and full of emotions pouring out of his soul while strumming some minor chords on the guitar. This recording is of poor quality. This song may be played in an open mic, poetry bar.",6,False,True
0dPx94RPy2M,30,40,"/m/04rlf,/m/08j51y","['advertisement', 'jingle', 'drill sounds', 'rock music', 'instrumental', 'electric guitar', 'keyboard', 'acoustic sounding drums', 'generic', 'simple tune']",This is a jingle piece played in the background of an advertisement video. There are sounds coming from a drill. The piece in the background is an instrumental rock music piece. There is a keyboard and an electric guitar playing the melody while an acoustic sounding drum beat provides the rhythm. The sounds are bland and generic. The piece could be of some use as an advertisement jingle or it could be playing in the background of an instructive/tutorial video.,9,False,True
0ewQiU3q5jM,30,40,"/m/03r5q_,/m/04rlf","['dark melody', 'music box', 'white noise', 'creepy atmosphere']",This file contains audio playing a high pitched melody on a music box. The melody sounds a little freighting and is full of reverb. From the recording you can hear a little bit of white noise. This song may be playing in a horror movie scene.,6,False,True
0ewWspUqB6Y,430,440,"/m/085jw,/m/0mkg","['romanian folk music', 'live performance', 'instrumental', 'cimbalom', 'contrabass', 'violin', 'accordion', 'vibrant', 'playful', 'cheerful']","This is a Romanian folk music piece. It is a live performance. In the background, there is a contrabass and a cimbalom playing. The main melody is being played by the violin and the accordion. The atmosphere is vibrant and cheerful. This piece could be used in the soundtrack of a comedy movie that takes place in eastern Europe or the Balkans, especially during an escape scene.",9,False,False
0fCpAuxrQ_I,380,390,"/m/04rlf,/t/dd00036","['instrumental', 'fast tempo', 'hard rock', 'no vocals', 'inferior audio quality', 'metal', 'suspenseful', 'dangerous', 'youthful', 'spirited', 'intense', 'hard metal', 'aggressive electric guitar', 'sinister keyboard harmony', 'steady drumming', 'groovy bass line', 'eerie', 'suspenseful', 'spooky', 'goth rock']","This song is a Rock instrumental. The tempo is medium fast with an aggressive electric guitar harmony, steady drumming, keyboard accompaniment, groovy bass lines. The audio quality is inferior so the finer aspects; are hard to detect. Overall the vibe of the song is intense,dangerous, sinister, spooky, goth, threatening and suspenseful. This song is Hard Rock/Metal.",7,False,True
0fiOM---7QI,140,150,"/m/04rlf,/m/06j64v","['traditional south asian music', 'old desi music', 'fast paced rhythmic singing', 'clapping hands', 'live performance', 'tabla playing', 'upbeat', 'vibrant']","This is a traditional, cultural South Asian song. It is upbeat, vibrant, cheerful. The lead singer sings in a fast paced and rhythmic way, connecting many words within a short span of musical time. The rest of the performers are clapping their hands, playing the tabla. This is a live performance.",3,True,True
0fqtA_ZBn_8,30,40,"/m/015vgc,/m/01c194,/m/04rlf,/m/0jtg0","['low quality', 'live performance', 'traditional', 'fruity male vocal', 'harmonizing boy background vocals', 'subtle strings melody', 'wooden percussions', 'noisy', 'soulful', 'passionate', 'emotional']","The low quality recording features a live performance of a traditional song that consists of fruity male vocals, alongside harmonizing boy background vocals, singing over subtle strings melody and wooden percussion. It sounds passionate, soulful and emotional, even though the recording is really noisy, as it was probably recorded with a poor quality microphone.",4,False,True
0hfU27A6tus,70,80,"/m/018j2,/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0gg8l,/m/0l14_3","['live performance', 'low quality audio', 'folk music', 'banjo', 'mandolin', 'irish bouzouki guitark', 'irish folk singing', 'eldery male vocals']",This is the performance of an Irish folk song using a banjo and a mandolin. The singer is elderly and the guitars are layered. The banjo is used to play a simple motif that revolves around two chords.,3,False,True
0hw_BB4QN34,220,230,"/m/01sm1g,/m/026t6,/m/0l14md","['amateur recording', 'percussion', 'medium tempo']",This audio contains someone playing a snare like instrument with a flat sounding kick. The snare hits are complex and fast. There is some reverb involved in the recording. This is an amateur recording. This may be playing in a traditional entry for a song.,6,False,False
